408,402-0441,0
408,391-1592,0
415,383-9703,0
510,392-8233,0
408,397-4548,0
415,383-5304,1
415,369-1115,0
415,369-7628,0
415,366-6883,0
510,353-6579,0
415,359-8862,1
510,332-1703,0
408,405-8191,0
510,338-0987,0
415,415-0397,0
510,354-4467,0
415,342-2590,0
415,378-2796,0
510,407-5676,0
415,404-2849,0
415,390-0051,1
408,350-4269,0
415,383-9502,0
415,366-0507,0
415,402-6366,0
408,405-7430,0
510,397-4743,0
415,343-3827,1
408,383-7376,0
415,359-8442,1
415,369-4871,0
415,381-4201,0
510,352-6735,0
510,388-2845,1
415,356-9778,0
510,333-3434,0
408,363-0123,0
510,345-8418,0
415,400-1708,0
415,381-1069,0
408,404-3112,0
408,389-2276,1
415,403-2351,0
510,328-2413,1
510,359-3017,0
415,336-8364,0
408,369-6298,0
415,411-2535,0
408,410-5226,0
510,376-7691,0
415,334-2296,0
510,369-3578,0
415,359-5245,0
415,348-7076,0
415,342-5555,0
408,352-0709,0
415,390-2634,0
415,418-1088,1
408,401-7597,0
510,376-9706,0
415,409-7994,0
408,369-0313,0
415,357-7798,0
408,405-2851,0
510,405-9736,1
408,384-8055,1
408,377-1739,0
510,405-5063,0
415,355-5397,1
510,403-3820,0
415,384-5634,0
415,352-7862,0
510,395-1879,0
510,361-5915,0
415,351-3622,0
408,346-6076,0
415,354-1889,0
408,369-0798,0
408,343-5339,0
415,336-1747,0
408,376-6708,1
510,391-4677,0
415,350-6491,0
510,400-2796,0
415,422-5673,0
408,365-9492,0
415,406-5054,0
415,383-5783,0
415,368-6440,0
415,378-4472,0
415,362-0795,0
408,363-8154,0
408,334-5431,0
408,352-8547,1
415,332-6738,0
408,327-6248,0
408,338-9972,0
510,348-9516,0
415,421-4425,0
415,391-5062,0
510,379-9053,0
408,419-4536,0
510,382-0756,0
408,409-4407,0
510,362-4760,0
408,415-4800,1
510,373-4893,0
415,358-6154,1
415,381-1334,0
408,360-7517,0
408,344-3726,0
415,396-3669,0
415,346-8773,0
408,328-5051,0
415,360-3517,0
415,358-2405,0
415,344-3696,0
408,401-3125,1
510,399-5225,1
415,409-8081,1
415,358-6933,0
415,414-8100,0
415,329-8701,0
408,415-3510,0
415,413-6092,0
415,347-5162,0
510,330-8172,0
408,330-6495,1
510,411-2057,0
415,329-3187,0
408,333-5084,0
408,399-8534,0
415,402-2069,0
510,403-3617,1
408,355-8005,0
415,386-6252,0
415,389-8737,0
408,348-6798,0
415,334-0640,0
408,411-9607,0
408,375-2966,0
415,386-1339,0
408,364-4254,0
415,383-9675,0
415,351-9747,0
415,413-3825,0
510,380-0864,0
510,345-9977,0
415,377-4595,0
415,358-7515,1
408,400-7423,0
408,357-4239,0
415,391-7728,0
510,398-9217,0
408,385-2744,0
408,334-4343,0
415,405-8076,0
415,406-3437,1
510,352-3541,0
510,347-1604,0
510,347-9215,1
415,388-6369,1
510,402-2748,0
415,367-1850,0
408,370-3942,0
415,332-7723,0
415,403-0265,0
510,363-8991,0
415,395-6358,0
408,351-9023,0
408,406-2267,0
415,398-8462,0
415,363-6678,1
415,333-5505,0
510,391-4117,0
510,336-4502,0
415,365-9287,0
415,349-6591,0
415,380-5138,0
415,354-3803,0
415,338-3126,0
415,405-7228,0
510,329-2589,0
415,328-9209,0
510,409-7611,0
408,421-7510,0
415,354-6237,0
510,352-6967,0
415,401-8992,0
415,420-6470,0
408,352-4576,0
510,388-1124,0
415,415-2734,0
415,402-4869,0
415,341-4905,0
408,381-5592,0
415,402-2445,0
415,399-5066,0
408,328-8988,0
408,348-3718,0
408,336-6447,0
415,376-9072,1
415,381-6029,0
415,348-9282,0
408,412-8207,0
415,386-2706,0
408,337-0925,0
510,366-7432,1
510,352-4131,0
415,368-9643,0
510,333-5281,0
415,353-2428,0
415,356-6731,0
415,354-1460,0
415,377-3863,0
408,348-6564,1
415,410-4611,0
415,397-1073,1
415,333-4696,0
408,405-2966,0
415,359-8265,0
415,419-7183,0
415,404-0781,1
415,344-3872,0
510,400-1053,0
415,346-8801,0
408,398-4288,0
408,347-1011,0
415,411-6961,0
415,390-3090,0
408,377-7815,0
408,345-5779,0
408,337-5089,0
408,361-1360,0
408,372-1696,1
415,346-6531,0
415,390-3374,0
408,392-8889,0
408,340-9062,0
415,383-1490,0
510,378-9446,0
415,406-7007,1
415,402-2550,0
415,352-4988,0
415,363-1706,0
415,394-0150,0
408,358-3316,0
415,392-2903,0
510,354-5763,0
415,371-3476,0
415,387-4481,0
408,411-1362,0
415,355-0855,0
510,406-0334,0
415,356-6385,0
415,328-6756,0
510,388-3604,0
415,406-4795,1
408,333-9848,0
510,391-8384,1
408,386-7778,0
510,391-8348,0
510,332-4451,0
415,340-1216,0
415,363-4790,0
415,418-1685,0
510,351-2547,0
408,369-4485,0
510,353-4238,0
408,358-9237,1
415,353-4719,0
415,338-5551,0
415,341-6760,0
415,398-0157,0
415,408-5665,0
415,328-3966,1
415,329-5085,0
408,357-0816,0
415,341-3029,0
415,400-4905,0
415,378-2091,1
415,347-3728,0
408,374-9062,0
408,380-2846,0
415,380-0363,0
415,387-0107,1
415,400-8495,0
415,403-3481,0
408,382-6090,0
415,354-3548,0
415,387-7097,0
408,384-0911,1
415,367-6204,0
415,396-7172,1
415,333-5906,1
415,393-6036,0
415,336-9708,0
408,353-3476,1
415,386-4503,0
408,376-5247,0
415,370-5564,0
415,360-9098,1
408,360-2097,0
415,329-1278,0
415,385-3205,1
415,408-4515,0
510,391-0489,0
510,373-5322,0
415,382-6833,0
415,420-9934,0
408,406-6229,0
510,386-2699,0
408,413-8987,1
415,335-7130,1
415,414-4989,0
510,350-5584,0
415,370-8023,0
408,385-6799,0
415,358-3033,0
415,357-6304,0
408,406-3371,1
415,344-3883,0
408,341-2810,1
415,365-8654,0
415,375-1846,0
415,418-9136,0
408,378-8238,0
408,344-7814,1
415,419-6156,0
408,348-8890,0
408,329-8839,0
415,332-7467,0
415,407-4893,0
510,387-8384,0
408,373-0529,0
415,345-6053,1
415,356-0933,0
415,343-3765,0
415,408-2957,0
415,338-7689,0
510,401-0136,0
415,401-7800,0
408,385-9506,0
408,417-6077,0
415,420-5751,0
510,394-6300,0
415,362-8715,0
510,350-7342,0
415,343-9581,0
510,377-4406,0
408,391-0895,0
415,403-7692,0
408,379-5391,1
415,399-5963,0
415,342-6511,0
415,382-3759,0
510,342-7142,1
415,398-0316,0
415,396-5083,0
510,422-5449,0
415,367-7936,0
415,420-4128,0
415,357-7048,0
415,386-0547,0
415,349-6482,0
510,421-7672,0
510,414-2918,0
415,327-9486,0
415,405-6248,1
415,345-0167,0
408,417-2700,0
510,339-9019,0
415,345-6486,0
415,344-8568,0
408,417-3149,0
408,343-7463,0
408,365-3109,0
408,376-4106,0
415,348-1768,1
510,357-0670,0
415,417-3378,0
408,333-1911,0
415,382-5032,0
415,345-7696,1
415,404-6420,0
415,412-6732,0
415,394-7967,0
415,364-7755,0
408,372-4549,0
510,394-0512,0
510,402-5046,0
510,339-7665,0
510,341-8454,0
415,371-1832,0
408,343-1281,0
415,347-1732,0
408,344-1185,0
408,349-1266,1
408,371-6064,0
510,367-7511,0
415,422-0677,0
415,403-7458,0
415,371-9218,0
510,411-7690,0
408,389-4562,0
415,417-7415,1
408,351-2621,0
510,386-4462,0
510,370-0233,0
415,397-8908,0
408,395-7683,0
408,332-2791,0
510,421-7824,1
415,415-6939,0
415,371-2132,0
510,347-9033,0
510,342-7770,0
415,379-0102,0
415,394-0444,0
510,390-4046,0
408,394-7878,0
415,394-3214,0
510,348-1144,0
510,407-9112,0
408,363-3922,0
415,340-0672,0
510,359-0345,1
415,382-7132,0
415,330-2181,0
415,362-0246,0
415,403-9975,0
415,371-4770,0
408,334-3949,0
415,341-6208,0
415,375-0702,0
415,406-0237,0
415,415-3543,0
510,354-7305,0
415,377-3005,0
408,418-6830,0
408,385-4608,0
408,381-6318,0
415,365-4009,0
408,401-9011,0
510,364-3471,0
415,385-6807,1
415,385-8247,1
408,390-4589,0
408,365-6433,0
408,353-2558,0
415,367-5493,0
408,393-2243,0
408,362-8129,0
415,365-3918,0
408,388-7105,0
415,400-4086,0
408,420-1969,0
408,396-3463,0
510,389-6688,1
415,339-7521,0
415,341-4899,1
415,336-7573,0
510,402-4645,0
510,379-6802,0
510,382-3008,0
415,394-4034,1
415,387-1923,0
415,327-0974,0
510,341-7311,0
408,338-8667,0
510,364-8162,0
408,413-6826,0
415,354-9454,0
408,382-4306,0
415,368-7055,0
510,367-6948,0
415,391-1783,0
408,393-4819,1
415,385-6593,0
510,406-2008,0
415,339-7557,0
415,366-0905,1
510,353-3985,0
415,372-4443,0
408,385-8649,1
415,397-1659,0
415,366-9276,0
415,356-9812,0
408,337-4396,0
408,350-3886,0
415,416-7554,1
415,349-7949,0
415,405-4571,0
408,366-1776,0
510,333-9179,0
415,355-8076,0
510,329-0363,0
415,383-2722,0
408,377-3668,0
415,337-7143,1
510,336-6489,0
415,415-5472,1
415,332-5470,1
415,418-6630,0
408,407-6714,0
510,381-3300,0
415,378-3458,0
408,359-5568,0
510,378-1386,0
415,386-2335,0
408,419-1843,0
415,382-1090,0
408,332-0324,0
408,348-2845,0
408,420-7267,0
415,405-1918,0
510,417-9135,0
415,352-1462,0
415,370-4409,0
415,415-4795,0
408,391-1903,0
415,396-7674,0
510,345-8340,1
415,346-0255,1
415,402-2572,0
510,350-1034,0
415,410-9858,0
415,380-8460,0
510,399-5494,0
510,337-5221,0
415,354-0893,0
415,416-2368,0
510,337-5840,0
510,416-6636,0
408,386-9099,0
510,340-7192,0
510,340-4423,0
408,363-7636,0
408,345-4922,1
510,362-0987,0
408,345-1734,0
415,377-9191,0
415,369-6280,1
510,344-5133,0
415,391-4875,0
510,393-5825,0
415,392-0196,0
510,365-3587,0
510,399-9517,0
510,365-9332,0
510,394-0733,0
415,357-3908,0
415,421-1631,0
408,401-3130,0
408,348-2899,0
415,349-6536,0
408,396-6437,0
415,370-0978,1
408,371-0159,0
510,351-5523,1
415,369-8121,0
510,355-9236,0
415,372-5128,0
408,337-4521,0
510,404-3990,0
510,397-6817,0
415,327-4653,0
510,419-4544,0
408,349-8044,0
408,382-1656,0
415,358-5421,0
510,378-3662,1
415,330-4044,0
408,392-5208,0
415,384-5616,1
415,359-9912,0
415,338-9929,1
415,347-1711,0
415,343-1674,0
408,334-8050,1
510,377-8308,1
415,405-8637,0
415,337-8133,0
415,338-7567,0
408,354-8426,0
510,396-9891,0
415,354-9894,0
415,403-8884,0
510,411-2127,1
408,338-4191,0
415,412-5667,0
408,377-5193,0
510,343-7775,0
415,388-0867,0
415,416-5528,0
408,343-4531,0
510,330-2033,0
415,414-6053,0
415,408-2432,1
510,406-8504,0
415,417-6224,0
415,367-4356,1
510,344-5130,0
415,405-9281,0
415,368-9228,0
510,373-2983,1
408,371-6382,0
408,336-3349,0
510,405-1469,0
510,392-8113,0
415,378-1570,0
415,331-6101,0
415,376-2607,0
408,345-1902,1
408,370-0707,0
415,402-0643,0
510,401-3390,0
415,409-8409,0
415,362-6910,0
415,352-3555,0
415,404-1303,1
415,360-6631,0
408,364-7675,0
510,388-5773,0
510,335-9359,1
408,362-6590,0
408,410-1751,0
408,371-5965,0
